cell_line,reported_sex,"XIST_expression (log thresholds = 6,8)",XIST_expression_category,"DDX3Y_expression (log thresholds = 6,7)",DDX3Y_expression_category,"EIF1AY_expression (log thresholds = 5,6)",EIF1AY_expression_category,"KDM5D_expression (log thresholds = 5,6)",KDM5D_expression_category,"NLGN4Y_expression (log thresholds = 4,5)",NLGN4Y_expression_category,"RPS4Y1_expression (log thresholds = 6,8)",RPS4Y1_expression_category,"TMSB4Y_expression (log thresholds = 2.5,3)",TMSB4Y_expression_category,"USP9Y_expression (log thresholds = 4,5)",USP9Y_expression_category,"UTY_expression (log thresholds = 4,5)",UTY_expression_category,"ZFY_expression (log thresholds = 4,5)",ZFY_expression_category
OC314_OVARY,female,40772,high_expression,21,female_range,8,female_range,2,female_range,6,female_range,22,female_range,0,female_range,3,female_range,2,female_range,3,female_range
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,41,male_range,18096,high_expression,4272,high_expression,13571,high_expression,0,female_range,76020,high_expression,101,high_expression,14,female_range,4952,high_expression,2844,high_expression
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,68,male_range,229,female_range,29,female_range,71,female_range,0,female_range,1251,intermediate_expression,0,female_range,8,female_range,24,female_range,17,female_range
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,121,male_range,14858,high_expression,4669,high_expression,28876,high_expression,3,female_range,73040,high_expression,334,high_expression,213,high_expression,2732,high_expression,2061,high_expression
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,48307,high_expression,16,female_range,0,female_range,3,female_range,2,female_range,29,female_range,3,female_range,3,female_range,3,female_range,5,female_range
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,53,male_range,54277,high_expression,22061,high_expression,28906,high_expression,3708,high_expression,99605,high_expression,728,high_expression,16860,high_expression,9207,high_expression,4540,high_expression
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,25,male_range,11,female_range,4,female_range,6,female_range,0,female_range,22,female_range,1,female_range,5,female_range,4,female_range,1,female_range
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,22,male_range,21718,high_expression,9900,high_expression,6851,high_expression,0,female_range,27,female_range,1049,high_expression,6050,high_expression,4823,high_expression,1009,high_expression
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,58,male_range,22370,high_expression,4471,high_expression,12195,high_expression,0,female_range,41369,high_expression,20,intermediate_expression,4830,high_expression,1172,high_expression,1186,high_expression
OCUM1_STOMACH,female,38228,high_expression,17,female_range,6,female_range,4,female_range,0,female_range,40,female_range,4,female_range,4,female_range,2,female_range,5,female_range
OE19_OESOPHAGUS,male,59,male_range,18,female_range,0,female_range,7,female_range,5,female_range,40,female_range,0,female_range,6,female_range,3,female_range,2,female_range
OE21_OESOPHAGUS,male,43,male_range,1691,high_expression,1161,high_expression,863,high_expression,400,high_expression,8566,high_expression,54,high_expression,715,high_expression,506,high_expression,443,high_expression
OE33_OESOPHAGUS,female,67,male_range,19,female_range,2,female_range,3,female_range,1,female_range,30,female_range,6,female_range,4,female_range,5,female_range,3,female_range
OELE_OVARY,NA,31816,high_expression,13,female_range,4,female_range,2,female_range,8,female_range,30,female_range,0,female_range,6,female_range,4,female_range,3,female_range
ONCODG1_OVARY,female,87,male_range,23,female_range,9,female_range,8,female_range,2,female_range,46,female_range,0,female_range,4,female_range,5,female_range,10,female_range
ONS76_CENTRAL_NERVOUS_SYSTEM,female,55,male_range,17,female_range,1,female_range,8,female_range,11,female_range,33,female_range,0,female_range,5,female_range,3,female_range,0,female_range
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,72274,high_expression,16,female_range,1,female_range,3,female_range,0,female_range,11,female_range,0,female_range,2,female_range,2,female_range,1,female_range
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,140428,high_expression,25,female_range,6,female_range,5,female_range,1,female_range,44,female_range,4,female_range,7,female_range,0,female_range,4,female_range
OSRC2_KIDNEY,male,54,male_range,18398,high_expression,4458,high_expression,6686,high_expression,2981,high_expression,42296,high_expression,215,high_expression,7870,high_expression,3131,high_expression,2727,high_expression
OUMS23_LARGE_INTESTINE,NA,145,male_range,26,female_range,5,female_range,12,female_range,1,female_range,53,female_range,0,female_range,15,female_range,4,female_range,6,female_range
OV56_OVARY,female,86699,high_expression,23,female_range,5,female_range,3,female_range,0,female_range,57,female_range,3,female_range,5,female_range,5,female_range,6,female_range
OV7_OVARY,female,8986,high_expression,16,female_range,2,female_range,17,female_range,2,female_range,69,female_range,0,female_range,8,female_range,8,female_range,2,female_range
OV90_OVARY,female,8475,high_expression,11,female_range,2,female_range,5,female_range,1,female_range,25,female_range,0,female_range,4,female_range,4,female_range,0,female_range
OVCAR4_OVARY,female,18276,high_expression,19,female_range,2,female_range,4,female_range,0,female_range,48,female_range,0,female_range,2,female_range,0,female_range,0,female_range
OVCAR8_OVARY,female,67,male_range,26,female_range,6,female_range,7,female_range,0,female_range,54,female_range,0,female_range,4,female_range,2,female_range,2,female_range
OVISE_OVARY,female,65,male_range,16,female_range,19,female_range,20,female_range,2,female_range,56,female_range,0,female_range,6,female_range,2,female_range,0,female_range
OVK18_OVARY,female,26193,high_expression,83,female_range,25,female_range,18,female_range,5,female_range,114,female_range,7,female_range,29,female_range,14,female_range,7,female_range
OVKATE_OVARY,female,53,male_range,10,female_range,5,female_range,9,female_range,7,female_range,49,female_range,1,female_range,2,female_range,4,female_range,5,female_range
OVMANA_OVARY,female,67,male_range,10,female_range,12,female_range,14,female_range,0,female_range,50,female_range,0,female_range,9,female_range,0,female_range,0,female_range
OVSAHO_OVARY,female,58,male_range,16,female_range,0,female_range,10,female_range,0,female_range,41,female_range,1,female_range,5,female_range,0,female_range,4,female_range
OVTOKO_OVARY,female,58,male_range,26,female_range,8,female_range,7,female_range,32,female_range,35,female_range,0,female_range,8,female_range,9,female_range,6,female_range
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,91,male_range,47,female_range,14,female_range,58,female_range,3,female_range,251,female_range,1,female_range,20,female_range,32,female_range,8,female_range
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,104,male_range,16881,high_expression,7463,high_expression,7823,high_expression,4,female_range,34871,high_expression,394,high_expression,3777,high_expression,3922,high_expression,3706,high_expression
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,76,male_range,16789,high_expression,14973,high_expression,15,female_range,0,female_range,51,female_range,18,intermediate_expression,6187,high_expression,4743,high_expression,4,female_range
PANC0203_PANCREAS,female,59601,high_expression,30,female_range,21,female_range,16,female_range,0,female_range,71,female_range,3,female_range,8,female_range,11,female_range,5,female_range
PANC0213_PANCREAS,female,56291,high_expression,17,female_range,4,female_range,7,female_range,0,female_range,50,female_range,5,female_range,6,female_range,5,female_range,4,female_range
PANC0327_PANCREAS,female,64,male_range,22,female_range,0,female_range,9,female_range,1,female_range,50,female_range,0,female_range,15,female_range,8,female_range,0,female_range
PANC0403_PANCREAS,male,62,male_range,31,female_range,1,female_range,5,female_range,0,female_range,45,female_range,0,female_range,4,female_range,6,female_range,4,female_range
PANC0504_PANCREAS,female,67466,high_expression,21,female_range,14,female_range,5,female_range,2,female_range,72,female_range,6,female_range,4,female_range,11,female_range,4,female_range
PANC0813_PANCREAS,male,58,male_range,11,female_range,4,female_range,4,female_range,2,female_range,42,female_range,0,female_range,2,female_range,3,female_range,0,female_range
PANC1005_PANCREAS,male,93,male_range,23,female_range,2,female_range,10,female_range,2,female_range,35,female_range,2,female_range,13,female_range,2,female_range,2,female_range
PANC1_PANCREAS,male,63,male_range,49,female_range,6,female_range,3,female_range,2,female_range,51,female_range,4,female_range,6,female_range,6,female_range,7,female_range
PATU8902_PANCREAS,female,22,male_range,11,female_range,4,female_range,0,female_range,0,female_range,36,female_range,0,female_range,7,female_range,1,female_range,5,female_range
PATU8988S_PANCREAS,female,53564,high_expression,145,female_range,17,female_range,43,female_range,4,female_range,327,female_range,0,female_range,27,female_range,20,female_range,5,female_range
PATU8988T_PANCREAS,female,44379,high_expression,13,female_range,6,female_range,6,female_range,0,female_range,24,female_range,0,female_range,4,female_range,0,female_range,3,female_range
PC14_LUNG,NA,74,male_range,20,female_range,9,female_range,1,female_range,3,female_range,23,female_range,0,female_range,3,female_range,3,female_range,2,female_range
PC3_PROSTATE,male,58,male_range,7,female_range,6,female_range,10,female_range,0,female_range,48,female_range,0,female_range,5,female_range,3,female_range,8,female_range
PC9_LUNG,NA,34,male_range,9,female_range,1,female_range,10,female_range,0,female_range,21,female_range,0,female_range,6,female_range,0,female_range,0,female_range
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,male,37,male_range,5108,high_expression,2157,high_expression,4122,high_expression,789,high_expression,14026,high_expression,223,high_expression,3970,high_expression,2259,high_expression,952,high_expression
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,male,36,male_range,25,female_range,5,female_range,14,female_range,0,female_range,108,female_range,6,female_range,20,female_range,1,female_range,6,female_range
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,female,6126,high_expression,9,female_range,10,female_range,5,female_range,2,female_range,46,female_range,0,female_range,11,female_range,4,female_range,6,female_range
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,male,56,male_range,29,female_range,16,female_range,10,female_range,0,female_range,72,female_range,6,female_range,12,female_range,2,female_range,2,female_range
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,77,male_range,25,female_range,2,female_range,10,female_range,2,female_range,57,female_range,4,female_range,8,female_range,5,female_range,5,female_range
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,34326,high_expression,74,female_range,40,female_range,17,female_range,42,female_range,105,female_range,2,female_range,24,female_range,16,female_range,10,female_range
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,78,male_range,19123,high_expression,13392,high_expression,24043,high_expression,3442,high_expression,42560,high_expression,512,high_expression,10369,high_expression,9596,high_expression,4150,high_expression
PK1_PANCREAS,NA,15,male_range,9823,high_expression,3956,high_expression,3414,high_expression,105,intermediate_expression,23,female_range,137,high_expression,4603,high_expression,2042,high_expression,2,female_range
PK45H_PANCREAS,NA,71,male_range,33,female_range,12,female_range,6,female_range,0,female_range,88,female_range,2,female_range,8,female_range,5,female_range,0,female_range
PK59_PANCREAS,NA,83868,high_expression,23,female_range,5,female_range,2,female_range,4,female_range,89,female_range,6,female_range,14,female_range,10,female_range,4,female_range
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,42,male_range,15692,high_expression,4837,high_expression,12111,high_expression,5,female_range,88422,high_expression,270,high_expression,5,female_range,4649,high_expression,3296,high_expression
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,23,male_range,12,female_range,7,female_range,7,female_range,1,female_range,25,female_range,0,female_range,10,female_range,3,female_range,0,female_range
PLCPRF5_LIVER,male,112,male_range,26,female_range,3,female_range,10,female_range,30,female_range,42,female_range,4,female_range,8,female_range,4,female_range,8,female_range
PRECLH_PROSTATE,NA,18,male_range,9885,high_expression,1177,high_expression,5467,high_expression,293,high_expression,12946,high_expression,16,intermediate_expression,13329,high_expression,2753,high_expression,1678,high_expression
PSN1_PANCREAS,NA,22,male_range,10,female_range,12,female_range,8,female_range,0,female_range,28,female_range,1,female_range,5,female_range,0,female_range,1,female_range
QGP1_PANCREAS,male,37,male_range,21,female_range,7,female_range,6,female_range,0,female_range,31,female_range,1,female_range,5,female_range,6,female_range,3,female_range
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,57,male_range,39350,high_expression,13732,high_expression,9666,high_expression,0,female_range,66275,high_expression,7,female_range,6291,high_expression,4679,high_expression,2922,high_expression
RCC10RGB_KIDNEY,male,249,male_range,17,female_range,10,female_range,11,female_range,0,female_range,65,female_range,0,female_range,9,female_range,1,female_range,0,female_range
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,66693,high_expression,11,female_range,10,female_range,6,female_range,0,female_range,47,female_range,0,female_range,6,female_range,12,female_range,4,female_range
RCM1_LARGE_INTESTINE,female,72896,high_expression,14,female_range,4,female_range,4,female_range,2,female_range,46,female_range,1,female_range,5,female_range,3,female_range,6,female_range
RDES_BONE,male,76,male_range,26501,high_expression,6617,high_expression,11611,high_expression,1227,high_expression,81342,high_expression,297,high_expression,8627,high_expression,4084,high_expression,4708,high_expression
